TITLE = "vncfd python"
VARIABLES = "X", "Y"
-1.2915,2.056,0
-1.0665,1.8935,0
-0.84148,1.731,0
-0.61646,1.5684,0
-0.39134,1.4052,0
-0.16609,1.2374,0
0.074232,1.0414,0
0.093676,1.0526,0
0.12249,0.75819,0
0.13064,0.50164,0
0.13199,0.25026,0
0.13218,-8.6736e-19,0
0.13199,-0.25026,0
0.13064,-0.50164,0
0.12249,-0.75819,0
0.093676,-1.0526,0
-0.14798,-1.258,0
-0.37346,-1.429,0
-0.59869,-1.5929,0
-0.82373,-1.7556,0
-1.0487,-1.9181,0
-1.2737,-2.0806,0
-1.4987,-2.2431,0
-1.7237,-2.4056,0
-1.9487,-2.5681,0
-2.1737,-2.7306,0
-2.3987,-2.8931,0
-2.6237,-3.0556,0
-2.8487,-3.2181,0
-3.0737,-3.3806,0
-3.2987,-3.5431,0
-3.5237,-3.7056,0
-3.7487,-3.8681,0
-3.9737,-4.0306,0
-4.1987,-4.1931,0
-4.4237,-4.3556,0
-4.6487,-4.5181,0
-4.8737,-4.6806,0
-5.0987,-4.8431,0
-5.3237,-5.0056,0
-5.5487,-5.1681,0
-5.7737,-5.3306,0
-5.9987,-5.4931,0
-6.2237,-5.6556,0
-6.4487,-5.8181,0
-6.6737,-5.9806,0
-6.8987,-6.1431,0
-7.1237,-6.3056,0
-7.3487,-6.4681,0
-7.5737,-6.6306,0
-7.7987,-6.7931,0
-8.0238,-6.9556,0
-8.2489,-7.1181,0
-8.4749,-7.2804,0
-8.7056,-7.4415,0
-8.9621,-7.605,0
-9.2439,-7.6252,0
-9.4988,-7.6311,0
-9.7498,-7.6321,0
-10,-7.6322,0
-10.25,-7.6319,0
-10.502,-7.6303,0
-10.76,-7.6202,0
-11.066,-7.5845,0
-11.221,-7.2766,0
-11.338,-6.9963,0
-11.443,-6.7165,0
-11.543,-6.4356,0
-11.639,-6.1533,0
-11.73,-5.8696,0
-11.817,-5.5845,0
-11.9,-5.2982,0
-11.978,-5.0106,0
-12.052,-4.7219,0
-12.121,-4.432,0
-12.186,-4.1412,0
-12.247,-3.8494,0
-12.303,-3.5567,0
-12.355,-3.2632,0
-12.402,-2.969,0
-12.445,-2.674,0
-12.483,-2.3785,0
-12.517,-2.0823,0
-12.547,-1.7858,0
-12.572,-1.4888,0
-12.592,-1.1914,0
-12.608,-0.89381,0
-12.619,-0.59599,0
-12.626,-0.29803,0
-12.628,6.5467e-16,0
-12.626,0.29803,0
-12.619,0.59599,0
-12.608,0.89381,0
-12.592,1.1914,0
-12.572,1.4888,0
-12.547,1.7858,0
-12.517,2.0823,0
-12.483,2.3785,0
-12.445,2.674,0
-12.402,2.969,0
-12.355,3.2632,0
-12.303,3.5567,0
-12.247,3.8494,0
-12.186,4.1412,0
-12.121,4.432,0
-12.052,4.7219,0
-11.978,5.0106,0
-11.9,5.2982,0
-11.817,5.5845,0
-11.73,5.8696,0
-11.639,6.1533,0
-11.543,6.4356,0
-11.443,6.7165,0
-11.338,6.9963,0
-11.221,7.2766,0
-11.066,7.5845,0
-10.76,7.6202,0
-10.502,7.6303,0
-10.25,7.6319,0
-10,7.6322,0
-9.7498,7.6321,0
-9.4988,7.6311,0
-9.2439,7.6252,0
-8.9621,7.605,0
-8.7056,7.4415,0
-8.4749,7.2804,0
-8.2489,7.1181,0
-8.0238,6.9556,0
-7.7987,6.7931,0
-7.5737,6.6306,0
-7.3487,6.4681,0
-7.1237,6.3056,0
-6.8987,6.1431,0
-6.6737,5.9806,0
-6.4487,5.8181,0
-6.2237,5.6556,0
-5.9987,5.4931,0
-5.7737,5.3306,0
-5.5487,5.1681,0
-5.3237,5.0056,0
-5.0987,4.8431,0
-4.8737,4.6806,0
-4.6487,4.5181,0
-4.4237,4.3556,0
-4.1987,4.1931,0
-3.9737,4.0306,0
-3.7487,3.8681,0
-3.5237,3.7056,0
-3.2987,3.5431,0
-3.0737,3.3806,0
-2.8487,3.2181,0
-2.6237,3.0556,0
-2.3987,2.8931,0
-2.1737,2.7306,0
-1.9487,2.5681,0
-1.7237,2.4056,0
-1.4987,2.2431,0
-1.2737,2.0806,0
-1.0487,1.9181,0
-0.82373,1.7556,0
-0.59869,1.5929,0
-0.37346,1.429,0
-0.14798,1.258,0
0.093676,1.0526,0
0.11628,1.0655,0
0.15431,0.76305,0
0.16655,0.50316,0
0.16907,0.25062,0
0.16949,-1.7347e-18,0
0.16907,-0.25062,0
0.16655,-0.50316,0
0.15431,-0.76305,0
0.11628,-1.0655,0
-0.12603,-1.2818,0
-0.35184,-1.457,0
-0.57726,-1.6221,0
-0.80234,-1.7851,0
-1.0273,-1.9477,0
-1.2524,-2.1102,0
-1.4774,-2.2727,0
-1.7024,-2.4352,0
-1.9274,-2.5977,0
-2.1524,-2.7602,0
-2.3774,-2.9227,0
-2.6024,-3.0852,0
-2.8274,-3.2477,0
-3.0524,-3.4102,0
-3.2774,-3.5727,0
-3.5024,-3.7352,0
-3.7274,-3.8977,0
-3.9524,-4.0602,0
-4.1774,-4.2227,0
-4.4024,-4.3852,0
-4.6274,-4.5477,0
-4.8524,-4.7102,0
-5.0774,-4.8727,0
-5.3024,-5.0352,0
-5.5274,-5.1977,0
-5.7524,-5.3602,0
-5.9774,-5.5227,0
-6.2024,-5.6852,0
-6.4274,-5.8477,0
-6.6524,-6.0102,0
-6.8774,-6.1727,0
-7.1024,-6.3352,0
-7.3274,-6.4977,0
-7.5524,-6.6602,0
-7.7774,-6.8227,0
-8.0024,-6.9852,0
-8.2278,-7.1476,0
-8.4546,-7.3098,0
-8.6884,-7.4702,0
-8.9522,-7.632,0
-9.2402,-7.6585,0
-9.4977,-7.6674,0
-9.7496,-7.6692,0
-10,-7.6695,0
-10.251,-7.6689,0
-10.504,-7.6659,0
-10.766,-7.6508,0
-11.081,-7.6036,0
-11.248,-7.2917,0
-11.369,-7.0096,0
-11.476,-6.7288,0
-11.577,-6.4473,0
-11.672,-6.1644,0
-11.764,-5.8802,0
-11.851,-5.5946,0
-11.934,-5.3077,0
-12.012,-5.0196,0
-12.086,-4.7304,0
-12.156,-4.44,0
-12.221,-4.1487,0
-12.282,-3.8564,0
-12.338,-3.5631,0
-12.39,-3.2691,0
-12.437,-2.9743,0
-12.48,-2.6788,0
-12.519,-2.3828,0
-12.553,-2.0861,0
-12.582,-1.789,0
-12.607,-1.4915,0
-12.627,-1.1936,0
-12.643,-0.89542,0
-12.655,-0.59706,0
-12.661,-0.29857,0
-12.664,7.5615e-16,0
-12.661,0.29857,0
-12.655,0.59706,0
-12.643,0.89542,0
-12.627,1.1936,0
-12.607,1.4915,0
-12.582,1.789,0
-12.553,2.0861,0
-12.519,2.3828,0
-12.48,2.6788,0
-12.437,2.9743,0
-12.39,3.2691,0
-12.338,3.5631,0
-12.282,3.8564,0
-12.221,4.1487,0
-12.156,4.44,0
-12.086,4.7304,0
-12.012,5.0196,0
-11.934,5.3077,0
-11.851,5.5946,0
-11.764,5.8802,0
-11.672,6.1644,0
-11.577,6.4473,0
-11.476,6.7288,0
-11.369,7.0096,0
-11.248,7.2917,0
-11.081,7.6036,0
-10.766,7.6508,0
-10.504,7.6659,0
-10.251,7.6689,0
-10,7.6695,0
-9.7496,7.6692,0
-9.4977,7.6674,0
-9.2402,7.6585,0
-8.9522,7.632,0
-8.6884,7.4702,0
-8.4546,7.3098,0
-8.2278,7.1476,0
-8.0024,6.9852,0
-7.7774,6.8227,0
-7.5524,6.6602,0
-7.3274,6.4977,0
-7.1024,6.3352,0
-6.8774,6.1727,0
-6.6524,6.0102,0
-6.4274,5.8477,0
-6.2024,5.6852,0
-5.9774,5.5227,0
-5.7524,5.3602,0
-5.5274,5.1977,0
-5.3024,5.0352,0
-5.0774,4.8727,0
-4.8524,4.7102,0
-4.6274,4.5477,0
-4.4024,4.3852,0
-4.1774,4.2227,0
-3.9524,4.0602,0
-3.7274,3.8977,0
-3.5024,3.7352,0
-3.2774,3.5727,0
-3.0524,3.4102,0
-2.8274,3.2477,0
-2.6024,3.0852,0
-2.3774,2.9227,0
-2.1524,2.7602,0
-1.9274,2.5977,0
-1.7024,2.4352,0
-1.4774,2.2727,0
-1.2524,2.1102,0
-1.0273,1.9477,0
-0.80234,1.7851,0
-0.57726,1.6221,0
-0.35184,1.457,0
-0.12603,1.2818,0
0.11628,1.0655,0
0.14275,1.0806,0
0.19145,0.77002,0
0.20913,0.50579,0
0.21354,0.25136,0
0.2144,-3.4694e-18,0
0.21354,-0.25136,0
0.20913,-0.50579,0
0.19145,-0.77002,0
0.14275,-1.0806,0
-0.099448,-1.3089,0
-0.32565,-1.49,0
-0.55137,-1.6571,0
-0.77653,-1.8206,0
-1.0016,-1.9833,0
-1.2266,-2.1459,0
-1.4516,-2.3084,0
-1.6766,-2.4709,0
-1.9016,-2.6334,0
-2.1266,-2.7959,0
-2.3516,-2.9584,0
-2.5766,-3.1209,0
-2.8016,-3.2834,0
-3.0266,-3.4459,0
-3.2516,-3.6084,0
-3.4766,-3.7709,0
-3.7016,-3.9334,0
-3.9266,-4.0959,0
-4.1516,-4.2584,0
-4.3766,-4.4209,0
-4.6016,-4.5834,0
-4.8266,-4.7459,0
-5.0516,-4.9084,0
-5.2766,-5.0709,0
-5.5016,-5.2334,0
-5.7266,-5.3959,0
-5.9516,-5.5584,0
-6.1766,-5.7209,0
-6.4016,-5.8834,0
-6.6266,-6.0459,0
-6.8516,-6.2084,0
-7.0766,-6.3709,0
-7.3016,-6.5334,0
-7.5266,-6.6959,0
-7.7516,-6.8584,0
-7.9768,-7.0209,0
-8.2025,-7.1832,0
-8.4308,-7.3452,0
-8.6687,-7.5046,0
-8.9404,-7.6639,0
-9.2349,-7.6978,0
-9.4957,-7.7107,0
-9.749,-7.7139,0
-10,-7.7144,0
-10.252,-7.7133,0
-10.507,-7.7079,0
-10.774,-7.6863,0
-11.099,-7.6256,0
-11.279,-7.3104,0
-11.407,-7.0258,0
-11.516,-6.7436,0
-11.617,-6.4613,0
-11.713,-6.1778,0
-11.804,-5.8929,0
-11.892,-5.6067,0
-11.975,-5.3192,0
-12.053,-5.0305,0
-12.128,-4.7406,0
-12.197,-4.4497,0
-12.263,-4.1577,0
-12.324,-3.8647,0
-12.38,-3.5709,0
-12.432,-3.2762,0
-12.479,-2.9808,0
-12.523,-2.6846,0
-12.561,-2.3879,0
-12.595,-2.0906,0
-12.625,-1.7929,0
-12.649,-1.4947,0
-12.67,-1.1962,0
-12.686,-0.89736,0
-12.697,-0.59836,0
-12.704,-0.29921,0
-12.706,7.7176e-16,0
-12.704,0.29921,0
-12.697,0.59836,0
-12.686,0.89736,0
-12.67,1.1962,0
-12.649,1.4947,0
-12.625,1.7929,0
-12.595,2.0906,0
-12.561,2.3879,0
-12.523,2.6846,0
-12.479,2.9808,0
-12.432,3.2762,0
-12.38,3.5709,0
-12.324,3.8647,0
-12.263,4.1577,0
-12.197,4.4497,0
-12.128,4.7406,0
-12.053,5.0305,0
-11.975,5.3192,0
-11.892,5.6067,0
-11.804,5.8929,0
-11.713,6.1778,0
-11.617,6.4613,0
-11.516,6.7436,0
-11.407,7.0258,0
-11.279,7.3104,0
-11.099,7.6256,0
-10.774,7.6863,0
-10.507,7.7079,0
-10.252,7.7133,0
-10,7.7144,0
-9.749,7.7139,0
-9.4957,7.7107,0
-9.2349,7.6978,0
-8.9404,7.6639,0
-8.6687,7.5046,0
-8.4308,7.3452,0
-8.2025,7.1832,0
-7.9768,7.0209,0
-7.7516,6.8584,0
-7.5266,6.6959,0
-7.3016,6.5334,0
-7.0766,6.3709,0
-6.8516,6.2084,0
-6.6266,6.0459,0
-6.4016,5.8834,0
-6.1766,5.7209,0
-5.9516,5.5584,0
-5.7266,5.3959,0
-5.5016,5.2334,0
-5.2766,5.0709,0
-5.0516,4.9084,0
-4.8266,4.7459,0
-4.6016,4.5834,0
-4.3766,4.4209,0
-4.1516,4.2584,0
-3.9266,4.0959,0
-3.7016,3.9334,0
-3.4766,3.7709,0
-3.2516,3.6084,0
-3.0266,3.4459,0
-2.8016,3.2834,0
-2.5766,3.1209,0
-2.3516,2.9584,0
-2.1266,2.7959,0
-1.9016,2.6334,0
-1.6766,2.4709,0
-1.4516,2.3084,0
-1.2266,2.1459,0
-1.0016,1.9833,0
-0.77653,1.8206,0
-0.55137,1.6571,0
-0.32565,1.49,0
-0.099448,1.3089,0
0.14275,1.0806,0
0.17394,1.0983,0
0.23469,0.77975,0
0.25936,0.51009,0
0.26665,0.25279,0
0.26825,-6.9389e-18,0
0.26665,-0.25279,0
0.25936,-0.51009,0
0.23469,-0.77975,0
0.17394,-1.0983,0
-0.067272,-1.3398,0
-0.2939,-1.5284,0
-0.52004,-1.6987,0
-0.74536,-1.8633,0
-0.97045,-2.0263,0
-1.1955,-2.1889,0
-1.4205,-2.3515,0
-1.6455,-2.514,0
-1.8705,-2.6765,0
-2.0955,-2.839,0
-2.3205,-3.0015,0
-2.5455,-3.164,0
-2.7705,-3.3265,0
-2.9955,-3.489,0
-3.2205,-3.6515,0
-3.4455,-3.814,0
-3.6705,-3.9765,0
-3.8955,-4.139,0
-4.1205,-4.3015,0
-4.3455,-4.464,0
-4.5705,-4.6265,0
-4.7955,-4.789,0
-5.0205,-4.9515,0
-5.2455,-5.114,0
-5.4705,-5.2765,0
-5.6955,-5.439,0
-5.9205,-5.6015,0
-6.1455,-5.764,0
-6.3705,-5.9265,0
-6.5955,-6.089,0
-6.8205,-6.2515,0
-7.0455,-6.414,0
-7.2705,-6.5765,0
-7.4955,-6.739,0
-7.7206,-6.9014,0
-7.946,-7.0639,0
-8.1725,-7.2261,0
-8.403,-7.3877,0
-8.6463,-7.5458,0
-8.9265,-7.7021,0
-9.2273,-7.744,0
-9.4924,-7.762,0
-9.748,-7.7674,0
-10,-7.7683,0
-10.253,-7.7661,0
-10.512,-7.7573,0
-10.785,-7.7272,0
-11.12,-7.6511,0
-11.315,-7.3334,0
-11.451,-7.0458,0
-11.562,-6.7617,0
-11.665,-6.4782,0
-11.761,-6.1939,0
-11.853,-5.9082,0
-11.941,-5.6213,0
-12.024,-5.333,0
-12.103,-5.0436,0
-12.177,-4.7529,0
-12.247,-4.4612,0
-12.313,-4.1685,0
-12.374,-3.8747,0
-12.43,-3.5801,0
-12.482,-3.2847,0
-12.53,-2.9885,0
-12.573,-2.6916,0
-12.612,-2.3941,0
-12.646,-2.0961,0
-12.675,-1.7975,0
-12.7,-1.4986,0
-12.721,-1.1993,0
-12.737,-0.89969,0
-12.748,-0.59991,0
-12.755,-0.29999,0
-12.757,7.8564e-16,0
-12.755,0.29999,0
-12.748,0.59991,0
-12.737,0.89969,0
-12.721,1.1993,0
-12.7,1.4986,0
-12.675,1.7975,0
-12.646,2.0961,0
-12.612,2.3941,0
-12.573,2.6916,0
-12.53,2.9885,0
-12.482,3.2847,0
-12.43,3.5801,0
-12.374,3.8747,0
-12.313,4.1685,0
-12.247,4.4612,0
-12.177,4.7529,0
-12.103,5.0436,0
-12.024,5.333,0
-11.941,5.6213,0
-11.853,5.9082,0
-11.761,6.1939,0
-11.665,6.4782,0
-11.562,6.7617,0
-11.451,7.0458,0
-11.315,7.3334,0
-11.12,7.6511,0
-10.785,7.7272,0
-10.512,7.7573,0
-10.253,7.7661,0
-10,7.7683,0
-9.748,7.7674,0
-9.4924,7.762,0
-9.2273,7.744,0
-8.9265,7.7021,0
-8.6463,7.5458,0
-8.403,7.3877,0
-8.1725,7.2261,0
-7.946,7.0639,0
-7.7206,6.9014,0
-7.4955,6.739,0
-7.2705,6.5765,0
-7.0455,6.414,0
-6.8205,6.2515,0
-6.5955,6.089,0
-6.3705,5.9265,0
-6.1455,5.764,0
-5.9205,5.6015,0
-5.6955,5.439,0
-5.4705,5.2765,0
-5.2455,5.114,0
-5.0205,4.9515,0
-4.7955,4.789,0
-4.5705,4.6265,0
-4.3455,4.464,0
-4.1205,4.3015,0
-3.8955,4.139,0
-3.6705,3.9765,0
-3.4455,3.814,0
-3.2205,3.6515,0
-2.9955,3.489,0
-2.7705,3.3265,0
-2.5455,3.164,0
-2.3205,3.0015,0
-2.0955,2.839,0
-1.8705,2.6765,0
-1.6455,2.514,0
-1.4205,2.3515,0
-1.1955,2.1889,0
-0.97045,2.0263,0
-0.74536,1.8633,0
-0.52004,1.6987,0
-0.2939,1.5284,0
-0.067272,1.3398,0
0.17394,1.0983,0
0.21098,1.1192,0
0.28496,0.79299,0
0.31831,0.51682,0
0.32972,0.25535,0
0.33249,-1.301e-17,0
0.32972,-0.25535,0
0.31831,-0.51682,0
0.28496,-0.79299,0
0.21098,-1.1192,0
-0.028363,-1.3748,0
-0.25535,-1.5729,0
-0.48205,-1.7478,0
-0.70765,-1.9143,0
-0.93284,-2.078,0
-1.1579,-2.2408,0
-1.3829,-2.4034,0
-1.6079,-2.566,0
-1.8329,-2.7285,0
-2.0579,-2.891,0
-2.2829,-3.0535,0
-2.5079,-3.216,0
-2.7329,-3.3785,0
-2.9579,-3.541,0
-3.1829,-3.7035,0
-3.4079,-3.866,0
-3.6329,-4.0285,0
-3.8579,-4.191,0
-4.0829,-4.3535,0
-4.3079,-4.516,0
-4.5329,-4.6785,0
-4.7579,-4.841,0
-4.9829,-5.0035,0
-5.2079,-5.166,0
-5.4329,-5.3285,0
-5.6579,-5.491,0
-5.8829,-5.6535,0
-6.1079,-5.816,0
-6.3329,-5.9785,0
-6.5579,-6.141,0
-6.7829,-6.3035,0
-7.0079,-6.466,0
-7.2329,-6.6285,0
-7.458,-6.791,0
-7.6832,-6.9534,0
-7.9091,-7.1158,0
-8.137,-7.2778,0
-8.3709,-7.4387,0
-8.6208,-7.5951,0
-8.9099,-7.7477,0
-9.217,-7.7983,0
-9.4873,-7.8227,0
-9.7462,-7.8311,0
-10.001,-7.8326,0
-10.257,-7.8287,0
-10.52,-7.8149,0
-10.8,-7.7743,0
-11.144,-7.6811,0
-11.356,-7.3616,0
-11.502,-7.0704,0
-11.618,-6.7837,0
-11.722,-6.4987,0
-11.819,-6.2132,0
-11.912,-5.9267,0
-12,-5.6388,0
-12.083,-5.3496,0
-12.162,-5.0593,0
-12.237,-4.7677,0
-12.307,-4.4751,0
-12.373,-4.1814,0
-12.434,-3.8868,0
-12.491,-3.5913,0
-12.543,-3.2949,0
-12.591,-2.9978,0
-12.634,-2.7,0
-12.673,-2.4016,0
-12.707,-2.1026,0
-12.737,-1.8031,0
-12.762,-1.5032,0
-12.782,-1.203,0
-12.798,-0.90249,0
-12.81,-0.60178,0
-12.817,-0.30092,0
-12.819,8.0125e-16,0
-12.817,0.30092,0
-12.81,0.60178,0
-12.798,0.90249,0
-12.782,1.203,0
-12.762,1.5032,0
-12.737,1.8031,0
-12.707,2.1026,0
-12.673,2.4016,0
-12.634,2.7,0
-12.591,2.9978,0
-12.543,3.2949,0
-12.491,3.5913,0
-12.434,3.8868,0
-12.373,4.1814,0
-12.307,4.4751,0
-12.237,4.7677,0
-12.162,5.0593,0
-12.083,5.3496,0
-12,5.6388,0
-11.912,5.9267,0
-11.819,6.2132,0
-11.722,6.4987,0
-11.618,6.7837,0
-11.502,7.0704,0
-11.356,7.3616,0
-11.144,7.6811,0
-10.8,7.7743,0
-10.52,7.8149,0
-10.257,7.8287,0
-10.001,7.8326,0
-9.7462,7.8311,0
-9.4873,7.8227,0
-9.217,7.7983,0
-8.9099,7.7477,0
-8.6208,7.5951,0
-8.3709,7.4387,0
-8.137,7.2778,0
-7.9091,7.1158,0
-7.6832,6.9534,0
-7.458,6.791,0
-7.2329,6.6285,0
-7.0079,6.466,0
-6.7829,6.3035,0
-6.5579,6.141,0
-6.3329,5.9785,0
-6.1079,5.816,0
-5.8829,5.6535,0
-5.6579,5.491,0
-5.4329,5.3285,0
-5.2079,5.166,0
-4.9829,5.0035,0
-4.7579,4.841,0
-4.5329,4.6785,0
-4.3079,4.516,0
-4.0829,4.3535,0
-3.8579,4.191,0
-3.6329,4.0285,0
-3.4079,3.866,0
-3.1829,3.7035,0
-2.9579,3.541,0
-2.7329,3.3785,0
-2.5079,3.216,0
-2.2829,3.0535,0
-2.0579,2.891,0
-1.8329,2.7285,0
-1.6079,2.566,0
-1.3829,2.4034,0
-1.1579,2.2408,0
-0.93284,2.078,0
-0.70765,1.9143,0
-0.48205,1.7478,0
-0.25535,1.5729,0
-0.028363,1.3748,0
0.21098,1.1192,0
0.25525,1.1441,0
0.34335,0.81062,0
0.38708,0.5269,0
0.40405,0.25962,0
0.40852,-1.9082e-17,0
0.40405,-0.25962,0
0.38708,-0.5269,0
0.34335,-0.81062,0
0.25525,-1.1441,0
0.018643,-1.4144,0
-0.20853,-1.624,0
-0.43588,-1.8055,0
-0.66191,-1.9751,0
-0.8873,-2.1401,0
-1.1124,-2.3035,0
-1.3375,-2.4662,0
-1.5625,-2.6288,0
-1.7875,-2.7913,0
-2.0125,-2.9539,0
-2.2375,-3.1164,0
-2.4625,-3.2789,0
-2.6875,-3.4414,0
-2.9125,-3.6039,0
-3.1375,-3.7664,0
-3.3625,-3.9289,0
-3.5875,-4.0914,0
-3.8125,-4.2539,0
-4.0375,-4.4164,0
-4.2625,-4.5789,0
-4.4875,-4.7414,0
-4.7125,-4.9039,0
-4.9375,-5.0664,0
-5.1625,-5.2289,0
-5.3875,-5.3914,0
-5.6125,-5.5539,0
-5.8375,-5.7164,0
-6.0625,-5.8789,0
-6.2875,-6.0414,0
-6.5125,-6.2039,0
-6.7375,-6.3664,0
-6.9625,-6.5288,0
-7.1876,-6.6913,0
-7.4128,-6.8538,0
-7.6384,-7.0162,0
-7.8652,-7.1784,0
-8.0954,-7.34,0
-8.3341,-7.4999,0
-8.592,-7.6542,0
-8.8901,-7.8026,0
-9.2031,-7.8623,0
-9.4795,-7.8942,0
-9.7433,-7.9065,0
-10.002,-7.9088,0
-10.262,-7.9023,0
-10.532,-7.8817,0
-10.82,-7.8284,0
-11.172,-7.7166,0
-11.403,-7.3962,0
-11.56,-7.1009,0
-11.683,-6.8109,0
-11.79,-6.5237,0
-11.889,-6.2367,0
-11.982,-5.9488,0
-12.071,-5.6598,0
-12.154,-5.3696,0
-12.234,-5.0781,0
-12.309,-4.7855,0
-12.379,-4.4918,0
-12.445,-4.197,0
-12.506,-3.9013,0
-12.563,-3.6047,0
-12.616,-3.3072,0
-12.664,-3.009,0
-12.707,-2.7101,0
-12.746,-2.4105,0
-12.78,-2.1104,0
-12.81,-1.8098,0
-12.835,-1.5088,0
-12.856,-1.2075,0
-12.872,-0.90586,0
-12.884,-0.60402,0
-12.89,-0.30205,0
-12.893,8.1426e-16,0
-12.89,0.30205,0
-12.884,0.60402,0
-12.872,0.90586,0
-12.856,1.2075,0
-12.835,1.5088,0
-12.81,1.8098,0
-12.78,2.1104,0
-12.746,2.4105,0
-12.707,2.7101,0
-12.664,3.009,0
-12.616,3.3072,0
-12.563,3.6047,0
-12.506,3.9013,0
-12.445,4.197,0
-12.379,4.4918,0
-12.309,4.7855,0
-12.234,5.0781,0
-12.154,5.3696,0
-12.071,5.6598,0
-11.982,5.9488,0
-11.889,6.2367,0
-11.79,6.5237,0
-11.683,6.8109,0
-11.56,7.1009,0
-11.403,7.3962,0
-11.172,7.7166,0
-10.82,7.8284,0
-10.532,7.8817,0
-10.262,7.9023,0
-10.002,7.9088,0
-9.7433,7.9065,0
-9.4795,7.8942,0
-9.2031,7.8623,0
-8.8901,7.8026,0
-8.592,7.6542,0
-8.3341,7.4999,0
-8.0954,7.34,0
-7.8652,7.1784,0
-7.6384,7.0162,0
-7.4128,6.8538,0
-7.1876,6.6913,0
-6.9625,6.5288,0
-6.7375,6.3664,0
-6.5125,6.2039,0
-6.2875,6.0414,0
-6.0625,5.8789,0
-5.8375,5.7164,0
-5.6125,5.5539,0
-5.3875,5.3914,0
-5.1625,5.2289,0
-4.9375,5.0664,0
-4.7125,4.9039,0
-4.4875,4.7414,0
-4.2625,4.5789,0
-4.0375,4.4164,0
-3.8125,4.2539,0
-3.5875,4.0914,0
-3.3625,3.9289,0
-3.1375,3.7664,0
-2.9125,3.6039,0
-2.6875,3.4414,0
-2.4625,3.2789,0
-2.2375,3.1164,0
-2.0125,2.9539,0
-1.7875,2.7913,0
-1.5625,2.6288,0
-1.3375,2.4662,0
-1.1124,2.3035,0
-0.8873,2.1401,0
-0.66191,1.9751,0
-0.43588,1.8055,0
-0.20853,1.624,0
0.018643,1.4144,0
0.25525,1.1441,0
0.30879,1.1739,0
0.4114,0.83347,0
0.46707,0.54121,0
0.49105,0.26621,0
0.49776,-2.0817e-17,0
0.49105,-0.26621,0
0.46707,-0.54121,0
0.4114,-0.83347,0
0.30879,-1.1739,0
0.075393,-1.4594,0
-0.15164,-1.6824,0
-0.37968,-1.8727,0
-0.60631,-2.0471,0
-0.83204,-2.2145,0
-1.0573,-2.3789,0
-1.2824,-2.5421,0
-1.5075,-2.7049,0
-1.7325,-2.8674,0
-1.9575,-3.03,0
-2.1825,-3.1925,0
-2.4075,-3.355,0
-2.6325,-3.5175,0
-2.8575,-3.68,0
-3.0825,-3.8425,0
-3.3075,-4.005,0
-3.5325,-4.1675,0
-3.7575,-4.33,0
-3.9825,-4.4925,0
-4.2075,-4.655,0
-4.4325,-4.8175,0
-4.6575,-4.98,0
-4.8825,-5.1425,0
-5.1075,-5.305,0
-5.3325,-5.4675,0
-5.5575,-5.63,0
-5.7825,-5.7925,0
-6.0075,-5.955,0
-6.2325,-6.1175,0
-6.4575,-6.28,0
-6.6825,-6.4425,0
-6.9076,-6.605,0
-7.1328,-6.7674,0
-7.3583,-6.9299,0
-7.5847,-7.0921,0
-7.8133,-7.254,0
-8.0471,-7.4149,0
-8.2922,-7.5734,0
-8.5593,-7.725,0
-8.8663,-7.8691,0
-9.185,-7.9378,0
-9.4685,-7.978,0
-9.7389,-7.9952,0
-10.003,-7.9982,0
-10.27,-7.9882,0
-10.548,-7.9589,0
-10.846,-7.8907,0
-11.206,-7.7594,0
-11.456,-7.4384,0
-11.628,-7.1387,0
-11.76,-6.8445,0
-11.871,-6.5542,0
-11.972,-6.2651,0
-12.067,-5.9756,0
-12.156,-5.6852,0
-12.24,-5.3936,0
-12.32,-5.1008,0
-12.395,-4.8069,0
-12.466,-4.5118,0
-12.532,-4.2158,0
-12.594,-3.9187,0
-12.651,-3.6208,0
-12.704,-3.322,0
-12.752,-3.0224,0
-12.795,-2.7222,0
-12.834,-2.4213,0
-12.869,-2.1198,0
-12.899,-1.8179,0
-12.924,-1.5156,0
-12.945,-1.2129,0
-12.961,-0.9099,0
-12.972,-0.60672,0
-12.979,-0.30339,0
-12.982,8.212e-16,0
-12.979,0.30339,0
-12.972,0.60672,0
-12.961,0.9099,0
-12.945,1.2129,0
-12.924,1.5156,0
-12.899,1.8179,0
-12.869,2.1198,0
-12.834,2.4213,0
-12.795,2.7222,0
-12.752,3.0224,0
-12.704,3.322,0
-12.651,3.6208,0
-12.594,3.9187,0
-12.532,4.2158,0
-12.466,4.5118,0
-12.395,4.8069,0
-12.32,5.1008,0
-12.24,5.3936,0
-12.156,5.6852,0
-12.067,5.9756,0
-11.972,6.2651,0
-11.871,6.5542,0
-11.76,6.8445,0
-11.628,7.1387,0
-11.456,7.4384,0
-11.206,7.7594,0
-10.846,7.8907,0
-10.548,7.9589,0
-10.27,7.9882,0
-10.003,7.9982,0
-9.7389,7.9952,0
-9.4685,7.978,0
-9.185,7.9378,0
-8.8663,7.8691,0
-8.5593,7.725,0
-8.2922,7.5734,0
-8.0471,7.4149,0
-7.8133,7.254,0
-7.5847,7.0921,0
-7.3583,6.9299,0
-7.1328,6.7674,0
-6.9076,6.605,0
-6.6825,6.4425,0
-6.4575,6.28,0
-6.2325,6.1175,0
-6.0075,5.955,0
-5.7825,5.7925,0
-5.5575,5.63,0
